MESSAGE_ID,CATEGORY,SUBCATEGORY,CONFIDENCE,MESSAGE_DATE
276,Intentions and Mobility,Future Intentions,0.7,2/26/2022
278,Unknown,Ownership,0.1,2/26/2022
279,Unknown,Unknown,0.1,2/26/2022
280,Protection,Legal Status and Documentation,0.6,2/26/2022
283,Unknown,Ban,0.1,2/26/2022
284,Unknown,Conflict,0.2,2/26/2022
286,Unknown,document,0.2,2/26/2022
287,Unknown,Unknown,0.1,2/26/2022
288,Unknown,Request,0.1,2/26/2022
289,Unknown,Unknown,0.1,2/26/2022
292,Social Cohesion and Discrimination,Social Media Hostility,0.75,2/26/2022
293,Social Cohesion and Discrimination,Social Media Hostility,0.8,2/26/2022
294,Unknown,Unknown,0.3,2/26/2022
297,Unknown,Unknown,0.1,2/26/2022
300,Unknown,Gratitude,0.1,2/26/2022
302,Unknown,Finance,0.2,2/26/2022
305,Unknown,Unknown,0.1,2/26/2022
307,Unknown,Finance,0.4,2/26/2022
309,Unknown,Unknown,0.0,2/26/2022
312,Unknown,Finance,0.2,2/26/2022
313,Social Cohesion and Discrimination,Social Media Hostility,0.75,2/26/2022
314,Unknown,Earning,0.2,2/26/2022
316,Unknown,Location,0.1,2/26/2022
318,Unknown,Communication,0.1,2/26/2022
320,Unknown,Fear,0.1,2/26/2022
324,Unknown,Transportation,0.4,2/26/2022
327,Unknown,Embassy,0.5,2/26/2022
329,Unknown,Gratitude,0.1,2/26/2022
333,Unknown,Mobility,0.3,2/26/2022
334,Unknown,Identity,0.1,2/26/2022
337,Unknown,Communication,0.2,2/26/2022
341,Social Cohesion and Discrimination,Perceived Reasons for Hostility,0.7,2/26/2022
342,Unknown,Unknown,0.1,2/26/2022
362,Accommodation and Housing,Living Conditions,0.7,2/26/2022
371,Unknown,Transportation,0.3,2/26/2022
372,Unknown,Promotion,0.2,2/26/2022
373,Unknown,provocation,0.2,2/26/2022
374,Unknown,Curiosity,0.2,2/26/2022
375,Unknown,Unclear,0.1,2/26/2022
376,Unknown,News,0.2,2/26/2022
377,Unknown,Communication,0.2,2/26/2022
378,Unknown,Communication,0.3,2/26/2022
379,Unknown,Conflict,0.5,2/26/2022
385,Unknown,Nationality,0.3,2/26/2022
391,Unknown,Border,0.4,2/26/2022
392,Unknown,Communication,0.2,2/26/2022
397,Social Cohesion and Discrimination,Negative Attitudes from Host Communities,0.7,2/26/2022
401,Unknown,Link,0.1,2/26/2022
402,Intentions and Mobility,Visits to Ukraine,0.6,2/26/2022
403,Protection,Legal Status and Documentation,0.9,2/26/2022
406,Unknown,detention,0.3,2/26/2022
407,Unknown,problem-solving,0.2,2/26/2022
410,Unknown,border crossing,0.6,2/26/2022
414,Unknown,Gratitude,0.2,2/26/2022
415,Unknown,Unknown,0.0,2/26/2022
416,Unknown,Gratitude,0.1,2/26/2022
418,Unknown,Gratitude,0.2,2/26/2022
426,Unknown,transportation,0.4,2/26/2022
449,Unknown,Transportation,0.4,2/26/2022
463,Unknown,transportation,0.6,2/26/2022
470,Unknown,Transportation,0.6,2/26/2022
473,Unknown,Travel,0.3,2/26/2022
476,Unknown,Gratitude,0.1,2/26/2022
477,Protection,Legal Status and Documentation,0.7,2/26/2022
481,Protection,Legal Status and Documentation,0.9,2/26/2022
492,Unknown,Aid,0.6,2/26/2022
497,Protection,Legal Status and Documentation,0.9,2/26/2022
517,Unknown,Unclear,0.1,2/27/2022
518,Unknown,Border,0.2,2/27/2022
520,Unknown,Travel,0.4,2/27/2022
521,Unknown,Self,0.2,2/27/2022
522,Unknown,Transportation,0.2,2/27/2022
523,Unknown,border,0.2,2/27/2022
524,Protection,Legal Status and Documentation,0.9,2/27/2022
525,Accountability to Affected Populations,Information Needs,0.7,2/27/2022
526,Unknown,Link,0.1,2/27/2022
535,Unknown,Transportation,0.1,2/27/2022
536,Unknown,Employment,0.3,2/27/2022
538,Unknown,Conflict,0.2,2/27/2022
546,Unknown,Transportation,0.2,2/27/2022
550,Unknown,Assistance,0.3,2/27/2022
552,Unknown,movement,0.2,2/27/2022
554,Unknown,Location,0.1,2/27/2022
562,Unknown,Travel,0.3,2/27/2022
564,Unknown,Progress,0.2,2/27/2022
568,Unknown,Border,0.3,2/27/2022
573,Unknown,transportation,0.3,2/27/2022
577,Unknown,Emergency,0.4,2/27/2022
581,Unknown,Transportation,0.4,2/27/2022
582,Unknown,Travel,0.3,2/27/2022
586,Intentions and Mobility,Visits to Ukraine,0.6,2/27/2022
600,Unknown,Transportation,0.2,2/27/2022
604,Unknown,Transportation,0.3,2/27/2022
607,Unknown,Travel,0.5,2/27/2022
608,Unknown,Transportation,0.2,2/27/2022
612,Unknown,Travel,0.4,2/27/2022
615,Unknown,Writing,0.1,2/27/2022
620,Unknown,Transportation,0.4,2/27/2022
621,Unknown,Travel,0.2,2/27/2022
622,Unknown,Transportation,0.3,2/27/2022
625,Unknown,transportation,0.4,2/27/2022
640,Unknown,Unknown,0.1,2/27/2022
641,Unknown,Departure,0.1,2/27/2022
653,Protection,Legal Status and Documentation,0.9,2/27/2022
659,Unknown,Travel,0.4,2/27/2022
666,Unknown,transportation,0.2,2/27/2022
668,Unknown,SocialMedia,0.2,2/27/2022
672,Accommodation and Housing,Living Conditions,0.6,2/27/2022
673,Unknown,Curfew,0.3,2/27/2022
676,Accommodation and Housing,Living Conditions,0.6,2/27/2022
678,Unknown,Hospitality,0.6,2/27/2022
679,Accommodation and Housing,Living Arrangements,0.7,2/27/2022
687,Unknown,Transportation,0.5,2/27/2022
688,Unknown,Access,0.2,2/27/2022
689,Unknown,Transportation,0.3,2/27/2022
693,Unknown,Transportation,0.2,2/27/2022
694,Unknown,Aid,0.4,2/27/2022
697,Unknown,volunteering,0.4,2/27/2022
700,Unknown,lists,0.2,2/27/2022
702,Intentions and Mobility,Visits to Ukraine,0.7,2/27/2022
704,Unknown,Transportation,0.3,2/27/2022
709,Protection,Legal Status and Documentation,0.9,2/27/2022
710,Unknown,transportation,0.3,2/27/2022
712,Unknown,transportation,0.5,2/27/2022
715,Unknown,Legal,0.2,2/27/2022
716,Unknown,Unknown,0.0,2/27/2022
721,Unknown,Assistance,0.3,2/27/2022
722,Unknown,Transport,0.1,2/27/2022
723,Intentions and Mobility,Future Intentions,0.6,2/27/2022
724,Unknown,Transportation,0.4,2/27/2022
726,Unknown,Humanitarian,0.4,2/27/2022
734,Intentions and Mobility,Visits to Ukraine,0.7,2/27/2022
737,Unknown,Assistance,0.4,2/27/2022
748,Accountability to Affected Populations,Information Needs,0.7,2/27/2022
762,Accommodation and Housing,Living Arrangements,0.9,2/27/2022
766,Unknown,Link,0.1,2/27/2022
769,Unknown,Unknown,0.2,2/27/2022
771,Unknown,Unknown,0.2,2/27/2022
774,Unknown,Travel,0.4,2/27/2022
776,Unknown,Unknown,0.2,2/27/2022
778,Accommodation and Housing,Living Arrangements,0.9,2/27/2022
785,Unknown,Unknown,0.2,2/27/2022
790,Unknown,Assistance,0.5,2/27/2022
791,Unknown,border,0.5,2/27/2022
794,Unknown,Unknown,0.2,2/27/2022
800,Unknown,Moderation,0.2,2/27/2022
819,Unknown,question,0.1,2/27/2022
823,Unknown,Acknowledgment,0.1,2/27/2022
824,Unknown,Gratitude,0.1,2/27/2022
834,Unknown,Transportation,0.3,2/27/2022
842,Unknown,Pets,0.4,2/27/2022
845,Unknown,Travel,0.4,2/27/2022
847,Intentions and Mobility,Future Intentions,0.75,2/27/2022
848,Unknown,borders,0.3,2/27/2022
849,Unknown,control,0.2,2/27/2022
850,Unknown,Security,0.2,2/27/2022
852,Unknown,mobility,0.4,2/27/2022
854,Unknown,Mobility,0.2,2/27/2022
855,Protection,Legal Status and Documentation,0.6,2/27/2022
856,Unknown,Pets,0.3,2/27/2022
857,Protection,Legal Status and Documentation,0.9,2/27/2022
858,Unknown,entry,0.2,2/27/2022
859,Protection,Legal Status and Documentation,0.6,2/27/2022
860,Unknown,Documentation,0.5,2/27/2022
861,Unknown,Gender,0.3,2/27/2022
862,Protection,Legal Status and Documentation,0.9,2/27/2022
863,Protection,Legal Status and Documentation,0.9,2/27/2022
865,Unknown,Travel,0.6,2/27/2022
866,Unknown,Freedom,0.2,2/27/2022
867,Unknown,Numbers,0.2,2/27/2022
869,Unknown,Travel,0.4,2/27/2022
870,Intentions and Mobility,Challenges Returning to Poland,0.7,2/27/2022
873,Unknown,Communication,0.1,2/27/2022
880,Unknown,Protest,0.3,2/27/2022
882,Unknown,Migration,0.4,2/27/2022
884,Unknown,administration,0.1,2/27/2022
886,Unknown,Conflict,0.2,2/27/2022
893,Unknown,Assistance,0.4,2/27/2022
899,Socio-Economic Inclusion & Livelihoods,Employment,0.9,2/27/2022
904,Unknown,Assistance,0.2,2/27/2022
908,Unknown,situations,0.1,2/27/2022
912,Unknown,Insult,0.2,2/27/2022
917,Unknown,Travel,0.2,2/27/2022
918,Social Cohesion and Discrimination,Negative Attitudes from Host Communities,0.75,2/27/2022
920,Protection,Legal Status and Documentation,0.9,2/27/2022
922,Unknown,Assistance,0.3,2/27/2022
923,Unknown,Translation,0.4,2/27/2022
924,Unknown,Transportation,0.2,2/27/2022
928,Accountability to Affected Populations,Aid Received,0.7,2/27/2022
930,Intentions and Mobility,Visits to Ukraine,0.7,2/27/2022
932,Unknown,Frustration,0.4,2/27/2022
934,Unknown,Discussion,0.3,2/27/2022
936,Unknown,Ethnicity,0.3,2/27/2022
939,Unknown,Direction,0.2,2/27/2022
940,Unknown,Information,0.1,2/27/2022
941,Unknown,Evacuation,0.4,2/27/2022
942,Unknown,Travel,0.2,2/27/2022
960,Unknown,Transportation,0.4,2/27/2022
965,Unknown,Unknown,0.3,2/27/2022
979,Intentions and Mobility,Visits to Ukraine,0.7,2/27/2022
994,Accommodation and Housing,Living Arrangements,0.9,2/27/2022
997,Intentions and Mobility,Visits to Ukraine,0.6,2/27/2022
1010,Intentions and Mobility,Visits to Ukraine,0.7,2/27/2022
1013,Accommodation and Housing,Living Arrangements,0.9,2/27/2022
1022,Accommodation and Housing,Living Arrangements,0.9,2/27/2022
1029,Unknown,Patriotism,0.5,2/27/2022
1030,Unknown,Transportation,0.5,2/27/2022
1032,Unknown,border,0.2,2/27/2022
1034,Accommodation and Housing,Living Arrangements,0.9,2/27/2022
1041,Unknown,Travel,0.3,2/27/2022
1042,Intentions and Mobility,Visits to Ukraine,0.7,2/27/2022
1044,Accommodation and Housing,Living Arrangements,0.75,2/27/2022
1046,Unknown,Transportation,0.4,2/27/2022
1047,Unknown,Travel,0.2,2/27/2022
1056,Unknown,Travel,0.3,2/27/2022
1057,Intentions and Mobility,Visits to Ukraine,0.7,2/27/2022
1061,Unknown,Gratitude,0.1,2/27/2022
1063,Accountability to Affected Populations,Aid Received,0.75,2/27/2022
1064,Unknown,Transportation,0.3,2/27/2022
1066,Unknown,Unknown,0.0,2/27/2022
1068,Unknown,Communication,0.2,2/27/2022
1069,Unknown,Transportation,0.2,2/27/2022
1074,Unknown,Code,0.2,2/27/2022
1079,Unknown,Communication,0.2,2/27/2022
1090,Unknown,Financial,0.4,2/27/2022
1091,Unknown,Transportation,0.2,2/27/2022
1092,Unknown,Location,0.3,2/27/2022
1097,Unknown,Donation,0.5,2/27/2022
1098,Unknown,Transportation,0.3,2/27/2022
1101,Unknown,documentation,0.6,2/27/2022
1103,Unknown,Assistance,0.3,2/27/2022
1106,Unknown,Accommodation,0.3,2/27/2022
1109,Unknown,transportation,0.2,2/27/2022
1114,Intentions and Mobility,Visits to Ukraine,0.7,2/27/2022
1121,Unknown,Volunteering,0.6,2/27/2022
1123,Intentions and Mobility,Visits to Ukraine,0.7,2/27/2022
1124,Unknown,Aid,0.6,2/27/2022
1129,Unknown,donation,0.5,2/27/2022
1133,Unknown,Transportation,0.5,2/27/2022
1139,Unknown,Delivery,0.2,2/27/2022
1147,Unknown,Unknown,0.3,2/27/2022
1152,Unknown,transportation,0.4,2/27/2022
1153,Protection,Legal Status and Documentation,0.75,2/27/2022
1155,Unknown,Chat,0.3,2/27/2022
1158,Unknown,Travel,0.5,2/27/2022
1160,Unknown,Time,0.1,2/27/2022
1161,Unknown,Apology,0.1,2/27/2022
1165,Unknown,Transportation,0.4,2/27/2022
1167,Unknown,border,0.3,2/27/2022
1170,Unknown,Travel,0.3,2/27/2022
1172,Unknown,Mobility,0.3,2/27/2022
1177,Unknown,Transportation,0.3,2/27/2022
1185,Unknown,Evacuation,0.5,2/27/2022
1187,Unknown,Travel,0.4,2/27/2022
1190,Unknown,Travel,0.3,2/27/2022
1196,Unknown,Uncertainty,0.1,2/27/2022
1200,Accommodation and Housing,Living Conditions,0.6,2/27/2022
1201,Unknown,Travel,0.3,2/27/2022
1202,Unknown,Website,0.1,2/27/2022
1203,Unknown,Response,0.1,2/27/2022
1205,Unknown,transportation,0.5,2/27/2022
1206,Unknown,Financial,0.3,2/27/2022
1208,Unknown,transportation,0.2,2/27/2022
1213,Accountability to Affected Populations,Information Needs,0.75,2/27/2022
1214,Unknown,Application,0.3,2/27/2022
1216,Intentions and Mobility,Challenges Returning to Poland,0.6,2/27/2022
1217,Unknown,Transportation,0.4,2/27/2022
1219,Unknown,Volunteer,0.2,2/27/2022
1220,Unknown,gratitude,0.3,2/27/2022
1226,Unknown,Number,0.1,2/27/2022
1228,Unknown,Travel,0.4,2/27/2022
1229,Unknown,Travel,0.1,2/27/2022
1230,Unknown,Speculation,0.3,2/27/2022
1232,Unknown,Transportation,0.6,2/27/2022
1233,Unknown,Complaint,0.1,2/27/2022
1234,Accommodation and Housing,Living Conditions,0.6,2/27/2022
1235,Unknown,Unknown,0.1,2/27/2022
1245,Accommodation and Housing,Living Arrangements,0.7,2/27/2022
1246,Unknown,Mobility,0.4,2/27/2022
1249,Unknown,Transportation,0.2,2/27/2022
1251,Unknown,Link,0.1,2/27/2022
1255,Accommodation and Housing,Living Arrangements,0.9,2/27/2022
1263,Unknown,Unknown,0.1,2/27/2022
1266,Unknown,Travel,0.3,2/27/2022
1268,Unknown,Travel,0.1,2/27/2022
1269,Unknown,Supply,0.1,2/27/2022
1275,Unknown,Travel,0.3,2/27/2022
1282,Unknown,transportation,0.3,2/27/2022
1283,Unknown,Legal,0.3,2/27/2022
1284,Unknown,Unknown,0.1,2/27/2022
1285,Unknown,border,0.5,2/27/2022
1289,Unknown,Unknown,0.1,2/27/2022
1298,Unknown,Travel,0.3,2/27/2022
1306,Unknown,Travel,0.3,2/27/2022
1308,Unknown,Travel,0.1,2/27/2022
1309,Unknown,migration,0.3,2/27/2022
1310,Unknown,Travel,0.2,2/27/2022
1311,Unknown,General,0.1,2/27/2022
1312,Unknown,Pricing,0.2,2/27/2022
1313,Unknown,currency,0.2,2/27/2022
1315,Unknown,Family,0.2,2/27/2022
1318,Unknown,Link,0.1,2/27/2022
1319,Unknown,Moderation,0.2,2/27/2022
1320,Unknown,Assistance,0.6,2/27/2022
1333,Intentions and Mobility,Visits to Ukraine,0.7,2/27/2022
1334,Unknown,transportation,0.4,2/27/2022
1335,Socio-Economic Inclusion & Livelihoods,Livelihood Coping Strategies,0.7,2/27/2022
1340,Unknown,Transportation,0.4,2/27/2022
1345,Unknown,Aid,0.4,2/27/2022
1355,Unknown,border,0.3,2/27/2022
1359,Unknown,interest,0.1,2/27/2022
1361,Unknown,transportation,0.2,2/27/2022
1363,Unknown,transportation,0.3,2/27/2022
1366,Unknown,Travel,0.4,2/27/2022
1377,Intentions and Mobility,Visits to Ukraine,0.7,2/27/2022
1378,Unknown,Unclear,0.1,2/27/2022
1384,Protection,Legal Status and Documentation,0.9,2/27/2022
1385,Unknown,Unknown,0.1,2/27/2022
1391,Unknown,mobility,0.3,2/27/2022
1396,Unknown,Unknown,0.1,2/27/2022
1397,Unknown,Unknown,0.1,2/27/2022
1399,Unknown,Unknown,0.1,2/27/2022
1400,Unknown,Travel,0.3,2/27/2022
1401,Unknown,Travel,0.2,2/27/2022
1408,Socio-Economic Inclusion & Livelihoods,Employment,0.9,2/27/2022
1412,Unknown,Unknown,0.1,2/27/2022
1413,Intentions and Mobility,Visits to Ukraine,0.7,2/27/2022
1414,Unknown,border,0.6,2/27/2022
1415,Unknown,Transportation,0.5,2/27/2022
1419,Unknown,Communication,0.2,2/27/2022
1420,Unknown,Link,0.1,2/27/2022
1424,Accommodation and Housing,Living Arrangements,0.9,2/27/2022
1447,Unknown,Military,0.4,2/27/2022
1450,Unknown,Unknown,0.2,2/27/2022
1451,Intentions and Mobility,Visits to Ukraine,0.7,2/27/2022
1453,Unknown,Assistance,0.2,2/27/2022
1458,Unknown,Apology,0.1,2/27/2022
1459,Unknown,Unclear,0.1,2/27/2022
1460,Unknown,Politics,0.4,2/27/2022
1463,Unknown,Link,0.1,2/27/2022
1465,Unknown,Unknown,0.1,2/27/2022
1467,Unknown,Link,0.2,2/27/2022
1473,Intentions and Mobility,Visits to Ukraine,0.75,2/27/2022
1482,Unknown,Travel,0.2,2/27/2022
1485,Unknown,Warning,0.1,2/27/2022
1487,Unknown,Commerce,0.2,2/27/2022
1488,Unknown,Warning,0.2,2/27/2022
1492,Unknown,Legal,0.3,2/27/2022
1497,Unknown,Unknown,0.1,2/27/2022
1498,Unknown,Fraud,0.4,2/27/2022
1501,Socio-Economic Inclusion & Livelihoods,Polish Language Proficiency,0.75,2/27/2022
1507,Unknown,Assistance,0.3,2/27/2022
1508,Accountability to Affected Populations,Information Needs,0.9,2/27/2022
1510,Accountability to Affected Populations,Information Needs,0.9,2/27/2022
1517,Unknown,Greeting,0.1,2/27/2022
1519,Unknown,LanguageLearning,0.6,2/27/2022
1534,Unknown,Assistance,0.3,2/27/2022
1544,Accommodation and Housing,Living Arrangements,0.9,2/27/2022
1547,Unknown,border,0.3,2/27/2022
1548,Unknown,Link,0.1,2/27/2022
1549,Unknown,Unknown,0.1,2/27/2022
1551,Unknown,Unclear,0.1,2/27/2022
1553,Unknown,Cost,0.2,2/27/2022
1556,Intentions and Mobility,Challenges Returning to Poland,0.9,2/27/2022
1567,Unknown,Duration,0.2,2/27/2022
1574,Unknown,transportation,0.3,2/27/2022
1579,Unknown,Duration,0.1,2/27/2022
1582,Unknown,Trolling,0.2,2/27/2022
1596,Social Cohesion and Discrimination,Social Media Hostility,0.7,2/27/2022
1602,Unknown,Unknown,0.0,2/27/2022
1604,Unknown,Unknown,0.1,2/27/2022
1605,Unknown,Experience,0.1,2/27/2022
1609,Unknown,Unknown,0.2,2/27/2022
1615,Unknown,Intimidation,0.4,2/27/2022
1619,Unknown,Misinformation,0.6,2/27/2022
1621,Accommodation and Housing,Living Arrangements,0.7,2/27/2022
1622,Unknown,border,0.4,2/27/2022
1623,Unknown,Unknown,0.2,2/27/2022
1624,Unknown,Sentiment,0.2,2/27/2022
1625,Unknown,Travel,0.4,2/27/2022
1626,Unknown,Pets,0.3,2/27/2022
1627,Unknown,Communication,0.1,2/27/2022
1628,Unknown,Technology,0.2,2/27/2022
1629,Unknown,Conspiracy,0.3,2/27/2022
1630,Unknown,Unknown,0.1,2/27/2022
1631,Unknown,documentation,0.2,2/27/2022
1638,Unknown,Entertainment,0.2,2/27/2022
1646,Unknown,Unknown,0.2,2/27/2022
1654,Unknown,spam,0.1,2/27/2022
1656,Unknown,Entertainment,0.1,2/27/2022
1689,Unknown,Travel,0.4,2/27/2022
1690,Unknown,Unknown,0.1,2/27/2022
1703,Social Cohesion and Discrimination,Social Media Hostility,0.6,2/27/2022
1704,Unknown,Communication,0.3,2/27/2022
1714,Protection,Legal Status and Documentation,0.9,2/27/2022
1715,Unknown,Privacy,0.3,2/27/2022
1716,Unknown,Unknown,0.1,2/27/2022
1719,Unknown,border,0.6,2/27/2022
1720,Unknown,Inquiry,0.1,2/27/2022
1724,Unknown,Fear,0.3,2/27/2022
1726,Unknown,Misinformation,0.6,2/27/2022
1729,Unknown,Moderation,0.3,2/27/2022
1731,Unknown,Assistance,0.6,2/27/2022
1732,Unknown,Information,0.4,2/27/2022
1734,Unknown,group,0.1,2/27/2022
1735,Unknown,Military,0.6,2/27/2022
1737,Unknown,Social,0.2,2/27/2022
1738,Social Cohesion and Discrimination,Social Media Hostility,0.9,2/27/2022
1739,Unknown,Assistance,0.4,2/27/2022
1740,Unknown,Education,0.4,2/27/2022
1741,Unknown,Unknown,0.1,2/27/2022
1742,Unknown,Gratitude,0.1,2/27/2022
1743,Unknown,General,0.1,2/27/2022
1752,Unknown,gratitude,0.1,2/27/2022
1761,Unknown,Gratitude,0.4,2/27/2022
1769,Unknown,Financial,0.4,2/27/2022
1771,Unknown,Unclear,0.1,2/27/2022
1773,Unknown,Unknown,0.2,2/27/2022
1775,Unknown,Help,0.2,2/27/2022
1776,Unknown,transportation,0.3,2/27/2022
1780,Unknown,Transportation,0.4,2/27/2022
1784,Unknown,Unknown,0.1,2/27/2022
1787,Unknown,Transportation,0.3,2/27/2022
1788,Unknown,Greeting,0.1,2/27/2022
1789,Unknown,Link,0.1,2/27/2022
1791,Unknown,Travel,0.3,2/27/2022
1792,Unknown,Communication,0.1,2/27/2022
1794,Unknown,Link,0.2,2/27/2022
1810,Unknown,Gratitude,0.1,2/27/2022
1816,Unknown,Location,0.1,2/27/2022
1818,Unknown,transportation,0.4,2/27/2022
1821,Unknown,Transportation,0.5,2/27/2022
1823,Unknown,Accommodation,0.4,2/27/2022
1824,Unknown,transportation,0.3,2/27/2022
1826,Unknown,Transportation,0.5,2/27/2022
1836,Unknown,Transportation,0.6,2/27/2022
1838,Unknown,Transportation,0.4,2/27/2022
1839,Accommodation and Housing,Living Arrangements,0.9,2/27/2022
1842,Unknown,Refugees,0.5,2/27/2022
1843,Accommodation and Housing,Living Arrangements,0.7,2/27/2022
1844,Socio-Economic Inclusion & Livelihoods,Polish Language Proficiency,0.6,2/27/2022
1845,Unknown,Gratitude,0.1,2/27/2022
1847,Accommodation and Housing,Living Arrangements,0.75,2/27/2022
1850,Unknown,Travel,0.3,2/27/2022
1851,Unknown,Assistance,0.6,2/27/2022
1852,Accommodation and Housing,Living Arrangements,0.9,2/27/2022
1858,Accommodation and Housing,Living Arrangements,0.9,2/27/2022
1861,Unknown,Military,0.3,2/27/2022
1876,Unknown,photo,0.1,2/27/2022
1880,Unknown,Location,0.2,2/27/2022
1883,Unknown,Knowledge,0.2,2/27/2022
1890,Unknown,Greeting,0.1,2/27/2022
1893,Unknown,intentions,0.3,2/27/2022
1894,Unknown,Travel,0.2,2/27/2022
1895,Protection,Legal Status and Documentation,0.7,2/27/2022
1901,Unknown,Encouragement,0.2,2/27/2022
1904,Unknown,Transportation,0.2,2/27/2022
1905,Unknown,Warning,0.2,2/27/2022
1906,Unknown,Information,0.1,2/27/2022
1907,Unknown,Media,0.2,2/27/2022
1909,Unknown,request,0.2,2/27/2022
1914,Unknown,Politics,0.4,2/27/2022
1916,Unknown,Conflict,0.2,2/27/2022
1917,Unknown,Patriotism,0.2,2/27/2022
1919,Unknown,Truth,0.2,2/27/2022
1920,Protection,Legal Status and Documentation,0.9,2/27/2022
1921,Unknown,Identity,0.2,2/27/2022
1922,Unknown,risk,0.1,2/27/2022
1923,Unknown,transportation,0.4,2/27/2022
1924,Unknown,Anxiety,0.1,2/27/2022
1927,Unknown,Political,0.2,2/27/2022
1935,Unknown,Unknown,0.1,2/27/2022
1938,Unknown,Security,0.4,2/27/2022
1939,Unknown,Unknown,0.1,2/27/2022
1942,Unknown,Unknown,0.1,2/27/2022
1945,Unknown,Coordination,0.5,2/27/2022
1951,Social Cohesion and Discrimination,Negative Attitudes from Host Communities,0.75,2/27/2022
1954,Social Cohesion and Discrimination,Negative Attitudes from Host Communities,0.7,2/27/2022
1957,Social Cohesion and Discrimination,Negative Attitudes from Host Communities,0.9,2/27/2022
1962,Accommodation and Housing,Living Arrangements,0.9,2/27/2022
1963,Unknown,history,0.2,2/27/2022
1967,Unknown,Unclear,0.2,2/27/2022
1970,Unknown,transportation,0.3,2/27/2022
1992,Social Cohesion and Discrimination,Negative Attitudes from Host Communities,0.7,2/27/2022
1995,Accommodation and Housing,Living Arrangements,0.75,2/27/2022
2002,Unknown,Assistance,0.2,2/27/2022
2005,Intentions and Mobility,Visits to Ukraine,0.7,2/27/2022
2006,Accommodation and Housing,Living Arrangements,0.7,2/27/2022
2007,Accommodation and Housing,Living Arrangements,0.75,2/27/2022
2016,Unknown,Travel,0.2,2/27/2022
2018,Accommodation and Housing,Living Arrangements,0.7,2/27/2022
2020,Unknown,Military,0.4,2/27/2022
2022,Unknown,Travel,0.4,2/27/2022
2023,Accommodation and Housing,Living Arrangements,0.9,2/27/2022
2032,Unknown,Migration,0.3,2/27/2022
2046,Intentions and Mobility,Visits to Ukraine,0.7,2/27/2022
2047,Unknown,Communication,0.3,2/27/2022
2049,Intentions and Mobility,Visits to Ukraine,0.7,2/27/2022
2062,Unknown,Moderation,0.4,2/27/2022
2063,Protection,Legal Status and Documentation,0.9,2/27/2022
2064,Unknown,Emergency,0.2,2/27/2022
2065,Unknown,Location,0.1,2/27/2022
2067,Unknown,entry,0.2,2/27/2022
2068,Unknown,Unknown,0.1,2/27/2022
2069,Unknown,Military,0.4,2/27/2022
2071,Intentions and Mobility,Visits to Ukraine,0.75,2/27/2022
2072,Unknown,transportation,0.3,2/27/2022
2073,Unknown,Military,0.4,2/27/2022
2074,Unknown,Logistics,0.1,2/27/2022
2077,Unknown,Uncertainty,0.1,2/27/2022
2078,Unknown,Unclear,0.1,2/27/2022
2079,Unknown,Gratitude,0.2,2/27/2022
2080,Unknown,Assistance,0.4,2/27/2022
2081,Unknown,war,0.3,2/27/2022
2083,Unknown,Assistance,0.5,2/27/2022
2084,Unknown,Assistance,0.1,2/27/2022
2086,Unknown,support,0.6,2/27/2022
2090,Unknown,Request,0.2,2/27/2022
2092,Accountability to Affected Populations,Aid Received,0.7,2/27/2022
